,01 vs 02,01 vs 18,04 vs 18,00 vs 02,04 vs 08,08 vs 18,01 vs 08,02 vs 18,02 vs 04,00 vs 01,00 vs 08,02 vs 08,01 vs 04,00 vs 18,00 vs 04
LINC01647,-1.3152477,-2.670801,-0.5943454,-2.4186013,-0.59718543,0.020697454,-2.7148519,-1.3979188,-0.7355693,-1.1404049,-3.7932305,-1.3057141,-1.9919666,-3.7905047,-3.2058918
CCNE2,-0.18232438,0.11556636,0.33287582,-0.4280708,0.33856052,-0.06601855,0.13339072,0.34660336,-0.0101941265,-0.2968724,-0.10508342,0.35124928,-0.21947703,-0.18822631,-0.43971035
NEDD4L,-0.18955417,-0.666525,-0.28082457,-0.39246476,-0.16786845,-0.11051046,-0.550009,-0.4682396,-0.19601402,-0.21428296,-0.76239604,-0.35263655,-0.39267844,-0.88742536,-0.5950558
SKP2,0.010587787,0.34948608,0.42533618,-0.27084142,0.28447697,0.1234428,0.19244495,0.3607269,-0.074684665,-0.2910826,-0.057709217,0.20453689,-0.085299075,0.061284564,-0.33400375
MSX2,-0.11591808,-0.25717843,-0.034619037,-0.2546129,-0.056041162,0.017242081,-0.28245208,-0.14794494,-0.09819778,-0.133355,-0.41192788,-0.1571412,-0.20875454,-0.3925419,-0.35651228
CYP2E1,0.12873666,0.17777194,0.0403574,0.055335157,-0.08115115,0.1393593,0.05055567,0.067409806,0.012494089,-0.06796347,-0.01957276,-0.076305054,0.1326629,0.117389224,0.07512698
AL139384.2,-0.8949003,-1.4393008,0.01937211,-1.7973927,-0.20293005,0.2508127,-1.6927217,-0.5433496,-0.52795315,-0.9451332,-2.5827038,-0.7039875,-1.4175669,-2.3419113,-2.3674395
NISCH,0.17543526,0.20864818,-0.030161181,0.23308496,0.00038714524,-0.024724204,0.23066863,0.026634565,0.055064302,0.061764263,0.297473,0.061059535,0.22041494,0.26779702,0.2994686
MAP3K2,0.035874587,0.16042331,0.34176156,-0.38320497,0.15903431,0.19955073,-0.03166519,0.1696865,-0.21046154,-0.42691317,-0.42869678,-0.061175562,-0.19784185,-0.2405955,-0.5811251
ANLN,0.002886803,0.21649322,0.20331381,-0.043084078,0.22580977,-0.0635833,0.21286547,0.18318309,-0.0075783003,-0.043053932,0.20201276,0.20242141,0.018647114,0.17515479,-0.029346753
CISH,0.32984248,-0.10197393,-0.64079094,0.6776391,-0.21830818,-0.42000562,0.3215484,-0.44306162,0.18744767,0.35355404,0.6828687,-0.015522313,0.5214973,0.2502444,0.88749397
ZNF165,-0.06621532,-0.35607594,-0.37167084,0.040894475,-0.082656704,-0.29161128,-0.093159854,-0.35331997,0.048613634,0.12848756,0.04588624,-0.049194634,0.038077142,-0.21120447,0.11356006
MDM2,0.110377036,0.11026326,0.11380813,-0.05169629,0.080559164,0.037392415,0.061131097,0.011256828,-0.12184279,-0.15652375,-0.081909396,-0.05180097,-0.025286274,-0.03815236,-0.15624888
RASA1,0.07371266,0.08555648,0.04547902,-0.03789136,0.033103507,0.025869584,0.07126647,0.034577943,-0.028741732,-0.11155503,-0.026223946,0.0034015616,0.033228435,-0.013182597,-0.06107599
FAM110C,-0.22479697,-1.1731062,-0.72093546,-0.45252177,-0.39198896,-0.31300876,-0.8459554,-0.9527513,-0.25091267,-0.2387586,-1.0761651,-0.6281788,-0.46424723,-1.4057484,-0.70277584
AC008738.3,0.07579771,0.13597427,0.0372266,0.6774072,0.06319302,0.013196683,0.21168873,0.07600668,-0.1122174,0.5601186,0.6591276,-0.057400744,-0.016433384,0.75381845,0.63791645
SOD2,-0.025765551,0.031105854,0.014493075,-0.07042357,0.017571853,-0.0046693664,0.03990569,0.060203057,0.051384192,-0.050278038,-0.0037133095,0.07179824,0.02580601,-0.014080815,-0.022526503
AC022098.1,-0.12318753,0.050655257,0.005706363,-0.21436177,0.075583145,-0.08822677,0.111795045,0.1701647,0.19087891,-0.09304904,0.04294148,0.25507542,0.08631248,-0.04014727,-0.0454754
ZNF426,0.057439156,-0.1698386,-0.086322814,-0.20516272,-0.075684644,0.019017022,-0.17126542,-0.1947187,-0.13567975,-0.26115856,-0.40980604,-0.21275479,-0.09019641,-0.4050812,-0.3320701
LENG8,0.16350126,0.0992792,0.0688212,0.10295404,0.03783738,0.032548156,0.044127412,-0.055108007,-0.13127008,-0.047947302,0.00988914,-0.09712183,0.010243532,0.048016023,-0.016669504
ANO8,-0.014539876,-0.0012653486,0.063703805,-0.13381329,0.0056860964,0.06462389,-0.063112594,0.045471136,-0.03071763,-0.12372456,-0.16726942,-0.015432131,-0.06833181,-0.12966909,-0.16361882
WDHD1,-0.008340592,0.28847396,0.2906469,-0.15530223,0.25087643,0.011164418,0.24480933,0.30984855,0.012523041,-0.15871717,0.119168565,0.2614154,0.003275557,0.14151213,-0.13265452
HSPA8P7,-0.7143386,-0.72774225,-0.26536185,-0.071220994,-0.3810481,0.14723626,-0.8074654,-0.10923094,0.19375242,0.6253111,-0.26269886,-0.16770197,-0.40479562,-0.056309406,0.14647499
LINC00674,-0.06371727,0.026179148,0.0009857393,-0.26818818,0.05183189,-0.058080487,0.07153867,0.08937795,0.100187734,-0.21330664,-0.1094107,0.15027,0.045041498,-0.17111771,-0.16891725
YWHAQ,-0.059265196,-0.13721743,-0.017113006,-0.17786427,-0.0031491069,-0.013486439,-0.119941235,-0.07429652,-0.06361421,-0.12272631,-0.23830894,-0.06604068,-0.12036477,-0.25257385,-0.23931785
CCDC58,0.060160987,0.23639217,0.033288892,0.07320438,-0.001519137,0.031054556,0.21683817,0.20203671,0.17630914,0.016090358,0.24621277,0.17690676,0.2392665,0.26264837,0.25005624
LINC02322,-0.8404337,-1.1498154,-0.06847048,-1.1438046,-0.275929,0.22381006,-1.3529251,-0.31608924,-0.22990564,-0.34369254,-1.7057319,-0.48756334,-1.0309925,-1.4858083,-1.4107289
CTD-2328D6.1,0.058347326,0.04004149,-0.09660846,0.24459675,-0.10018975,0.008224502,0.055317204,-0.0125530455,0.0666085,0.17898245,0.2081378,-0.033577163,0.13206431,0.22521189,0.3187698
FOSB,0.07666262,0.364338,0.34896177,0.09718006,-0.07327491,0.45845917,-0.08275414,0.31364664,-0.02672056,0.043768745,-0.031634074,-0.09287784,0.021035027,0.4148656,0.072722845
AC040977.1,0.27957308,0.031027267,0.019328311,0.14477241,-0.056650653,0.09962556,-0.07388054,-0.2340146,-0.30115226,-0.12073517,-0.20350756,-0.36561036,-0.05310092,-0.08170692,-0.13248982
MPHOSPH8,0.044671524,-0.0769359,-0.07654102,0.02962038,-0.012043033,-0.061883174,-0.010851848,-0.10424662,-0.048291255,-0.018308278,-0.018586583,-0.0523357,-0.007537024,-0.088035494,-0.0068599638
ST7-AS1,-0.34097824,-0.7439436,-0.2505207,-0.6373631,-0.2461855,0.03463086,-0.7239257,-0.3615456,-0.13704997,-0.3160795,-1.0359429,-0.368742,-0.47715348,-1.038031,-0.7952847
LDHD,0.06693691,-0.3350351,-0.43715966,0.29318044,-0.18572941,-0.25044683,-0.08656427,-0.4043204,0.02354048,0.22835295,0.13489084,-0.15199077,0.092035025,-0.13167645,0.31813526
COX4I1,-0.075549275,0.0937466,0.013924707,0.0752413,-0.03971151,0.041856594,0.05856394,0.16113484,0.16571696,0.1519631,0.18914247,0.12617946,0.107351474,0.22866572,0.2260209
KCNH1,-0.809892,-2.0720298,-0.3566328,-1.9181082,-0.34424415,0.011342769,-2.0824754,-1.2250439,-0.87693965,-1.1483643,-3.1707044,-1.1775603,-1.7154176,-3.1837602,-2.8163202
TNS2,0.104260534,-0.47064048,-0.48162553,0.16684264,-0.26936457,-0.19430964,-0.25694805,-0.58236253,-0.12515044,0.04909095,-0.22027355,-0.36602616,-0.039092395,-0.42042774,0.049008064
MSR1,-0.34766915,0.62901884,0.7152602,-0.43543825,0.31577525,0.4285087,0.27300546,1.0227804,0.2878836,-0.12017193,0.12870201,0.5852192,-0.047735956,0.5414311,-0.16126812
AC021739.2,-0.3166115,-0.17323157,-0.03186328,0.6563444,0.18769053,-0.17861415,0.07827441,0.08899226,0.016702898,0.9367691,0.88799495,0.16568018,-0.21614671,0.79911554,0.74897337
AP001363.2,-0.59829485,-1.4488715,-0.19206464,-1.1207609,-0.41426027,0.24346414,-1.7311412,-0.88661844,-0.68477875,-0.5343254,-2.225198,-1.0883826,-1.2629638,-1.9725847,-1.7909092
ARMCX4,0.2649851,0.35218793,-0.11820404,0.5406817,0.00072152197,-0.1196712,0.47226954,0.0895431,0.19492903,0.28074577,0.74490863,0.19044235,0.46568745,0.6318262,0.7465977
CLIC4,-0.065269165,-0.073822685,0.060953286,-0.20620602,0.019796535,0.04192582,-0.10816173,0.0036980007,-0.06319625,-0.14616409,-0.24016275,-0.041648477,-0.12282654,-0.19992906,-0.26556128
DIO2,0.1343253,-1.3022276,-1.0947311,0.19460082,-0.5580778,-0.5117629,-0.7831503,-1.4475231,-0.39007044,0.06975267,-0.7311894,-0.9372415,-0.257246,-1.2249242,-0.17884351
LINC00865,-0.2043497,0.69665843,0.8281707,-0.35151088,0.12787996,0.74396336,0.011668681,0.92938155,0.10758104,-0.13895361,-0.15176341,0.22323784,-0.09101326,0.59429413,-0.24581867
PTGS1,-1.2120843,-3.012252,-0.8393126,-2.1149862,-0.82920647,0.024809124,-3.0409107,-1.8647124,-0.96998876,-0.9304106,-3.9449923,-1.7575357,-2.1231792,-3.8891332,-3.1079443
RBMS1,0.05854155,0.05122783,0.08379244,-0.15010475,0.075725086,0.018353878,0.045102898,0.025778066,-0.094542295,-0.22462383,-0.15487772,-0.01319456,-0.050850097,-0.14637212,-0.229699
PIM3,-0.015326796,-0.17109619,-0.027301168,-0.16176671,-0.009069293,-0.017458476,-0.18099065,-0.17295557,-0.13963333,-0.13927828,-0.31051213,-0.15736127,-0.16461524,-0.32538605,-0.29851815
ACLY,0.11255523,0.11855096,0.04174312,0.15655273,0.045061257,0.001268271,0.12699325,0.015916256,-0.052933075,0.044204492,0.15243514,-0.011491449,0.047898646,0.16346614,0.11337414
EEF1A1P4,-0.38536206,0.67793256,0.749886,-0.27614135,0.10645288,0.6590336,0.05838274,1.0358263,0.3447028,0.1045978,0.12584008,0.4351914,0.012796367,0.8094412,0.044850603
CBARP,0.084506735,0.11727494,-0.05872389,0.27904645,0.0009225922,-0.05757576,0.15112947,0.020363115,0.08410026,0.19612375,0.35007584,0.09955317,0.14877331,0.287985,0.36179566
AP001505.2,0.14997718,-0.14254501,-0.24661724,0.042483926,-0.052572515,-0.19453217,0.017852727,-0.29798067,-0.06066451,-0.105717726,-0.05780621,-0.12407097,0.079342656,-0.26116064,-0.011670523
RALGPS2,0.047482904,0.7945003,0.6831264,-0.1071023,0.4032498,0.27942565,0.5229107,0.785565,0.0867154,-0.15465344,0.3842407,0.47734618,0.12525575,0.66562873,-0.008771812
NPPA-AS1,-0.09527481,0.35350838,0.44229165,-0.29765868,0.23491186,0.20917311,0.11905024,0.45477265,0.010929541,-0.21335943,-0.06771751,0.22996686,-0.085737936,0.15559769,-0.28486642
KREMEN2,0.11778043,0.32281324,0.14425898,0.28691894,0.1157271,0.030101279,0.30059218,0.20808728,0.04247778,0.16230004,0.4378271,0.16456656,0.14549994,0.48282588,0.33625218
MMEL1,0.17682086,0.15397966,-0.42710888,0.8522211,-0.16678374,-0.27212995,0.43801123,-0.010518829,0.4271276,0.68183345,1.0976491,0.28377062,0.6047035,0.7953741,1.2750003
AP001527.2,-0.13650557,-0.5434077,-0.54876184,-0.08118194,-0.26819927,-0.2734793,-0.2578951,-0.4049471,0.16555023,0.041642644,-0.19183779,-0.07460572,0.03941768,-0.5108476,0.06628107
PASK,0.082790144,0.4092809,0.36911792,0.03054964,0.34107217,-0.010678441,0.37774828,0.35574734,-0.040195443,-0.070525594,0.33985934,0.30907634,0.018475188,0.34329107,0.008857851
MT-ATP6,-0.024530938,0.18843001,0.38362804,-0.014591231,-0.031638887,0.41723964,-0.22713959,0.21726573,-0.1637737,0.024000537,-0.22416285,-0.19118461,-0.19514845,0.20520245,-0.1710178
KRT6A,-0.47580078,-5.0799007,-4.1509867,-0.39383847,-2.031632,-2.115114,-3.0087144,-4.6736164,-0.5155825,0.060466778,-2.867257,-2.4185328,-0.9358481,-5.1046367,-0.9368886
CAMK2N2,0.025044234,0.00027400075,-0.051216085,0.1333767,0.08673711,-0.16795225,0.1291261,-0.040041957,0.004612362,0.09526183,0.24146652,0.10355371,0.034957062,0.08593338,0.14874482
AC010422.2,-0.14449236,-0.7584223,-0.2303866,-0.42274562,-0.11963694,-0.097150564,-0.6809794,-0.5941828,-0.40564573,-0.2957173,-0.93355936,-0.50594485,-0.5644778,-1.0348023,-0.8065003
ABCA5,0.06616588,-0.05353097,0.022225797,-0.03338163,0.020631248,0.010303904,-0.06276151,-0.10469122,-0.15275536,-0.100435026,-0.15884349,-0.13471915,-0.10326045,-0.15004417,-0.1707192
TCTN2,0.096599326,0.6942824,0.59754574,0.020629445,0.3440331,0.24882244,0.4358791,0.61097264,0.00015262986,-0.075181656,0.36063215,0.33073086,0.0830508,0.64165723,0.03683706
TTLL3,0.23138951,0.070175484,-0.0034054986,0.21209484,-0.064424746,0.096842974,-0.0115271555,-0.119935215,-0.15285432,-0.013149878,-0.015662361,-0.19882415,0.03373562,0.06566906,0.0793414
SP6,-0.49071354,-2.01187,-0.94058645,-1.0591013,-0.61722356,-0.3086477,-1.7228656,-1.5615515,-0.613411,-0.58417904,-2.2762172,-1.2115827,-1.0976604,-2.5997386,-1.6775737
CAHM,0.14977281,0.1188756,-0.16874883,0.35869464,-0.015149248,-0.12687288,0.26972622,-0.0071823616,0.14871848,0.2019014,0.49028862,0.15185976,0.2739479,0.32823044,0.52011824
PITPNM3,0.05555316,-0.18768209,-0.28699046,0.12737736,-0.17521328,-0.10223744,-0.09967769,-0.2521915,0.041600622,0.079583615,0.0059192954,-0.123696044,0.103506394,-0.1037089,0.18200521
CAPN12,-0.025530316,0.65023035,0.6349854,-0.075501285,0.45225883,0.18103461,0.4533249,0.6955931,0.027729336,-0.057208106,0.40976158,0.45849288,0.006429536,0.62580365,-0.01698058
SLC2A6,0.018384302,0.16478567,0.0013479783,0.08397824,0.027519245,-0.01798894,0.19821951,0.15754598,0.16109887,0.06405035,0.2666177,0.20065121,0.17573851,0.232802,0.24346331
AEN,0.00059711875,0.084844455,0.07946875,-0.094700634,0.086028054,-0.011711976,0.07788643,0.089130044,0.01076693,-0.100166395,0.0064706896,0.09210827,0.009198022,-0.013619636,-0.077786975
GLS2,0.007278201,0.36440533,0.21985345,-0.027868714,0.14088397,0.079408005,0.29284582,0.35951483,0.13243386,-0.04501104,0.25290495,0.27992186,0.14483675,0.34164202,0.11273342
PIN1P1,0.49028292,2.249859,1.1505016,0.95667654,0.76324177,0.40414354,1.8173237,1.7394136,0.60028565,0.4936613,2.3361235,1.341666,1.0966784,2.7974696,1.6010664
AKNAD1,-1.0058758,-1.9851336,-0.32553023,-1.9365324,-0.4073196,0.08276285,-2.1062202,-0.99989915,-0.63322675,-0.9612329,-3.0171704,-1.0220717,-1.6247004,-2.9695535,-2.6177948
LINC02021,0.54018474,2.5653002,0.79450274,2.3273044,0.5722077,0.3133977,2.4282248,2.0165708,1.1562995,1.7935908,4.073832,1.7065222,1.754491,4.440569,3.5701656
NAA11,-0.29089284,-0.32517254,0.14298056,-0.59684914,0.0734382,0.06892488,-0.49024913,-0.08066111,-0.1678467,-0.2969322,-0.70073664,-0.09919939,-0.44192228,-0.63029885,-0.76273626
AC087741.2,-0.019102141,-0.000780184,0.074838206,0.16539219,-0.056647155,0.14871392,-0.13197832,0.034206327,-0.0453393,0.20889758,0.050418347,-0.11206483,-0.051731903,0.2201855,0.11695702
AC084880.4,-0.11677909,0.030229766,-0.37271178,0.47145483,-0.18478808,-0.18411842,0.25896424,0.16025417,0.5438469,0.5729794,0.8213737,0.39809826,0.4617937,0.5871371,1.0046643
TRIM47,0.13274904,-0.3610733,-0.5568776,0.35004836,-0.18393773,-0.38354442,0.00971075,-0.4875628,0.05654233,0.22112268,0.23839258,-0.105798826,0.18289295,-0.16068015,0.41363794
AP000347.1,0.15180683,0.51102483,0.6834083,-0.19250713,0.32491675,0.3843297,0.097735174,0.39825308,-0.33982706,-0.34239358,-0.19527093,-0.02430727,-0.22735737,0.2046879,-0.48506644
AL450306.1,-0.19292359,-1.2877151,-0.488972,-0.824315,-0.36938497,-0.11505746,-1.2096025,-1.0839216,-0.61899036,-0.63596946,-1.8015302,-0.9785236,-0.83522755,-1.9346777,-1.4395577
AC016949.1,0.32567227,-0.14553891,-0.13636823,0.1023314,0.025875552,-0.14670473,-0.034145772,-0.43892857,-0.3458223,-0.20765725,-0.20873554,-0.3275659,-0.06898571,-0.35467964,-0.2223832
RINL,0.043738835,-0.5956857,-0.57622576,0.13999481,-0.22441721,-0.3488991,-0.26734114,-0.632508,-0.08520922,0.09101467,-0.14958441,-0.30694953,-0.034676854,-0.5103051,0.06997337
AC105020.1,-0.15709737,-0.089793384,0.20305896,-0.23795937,-0.11422334,0.34296048,-0.43846616,0.05473844,-0.122371115,-0.06109297,-0.48682418,-0.23551397,-0.26425365,-0.12064945,-0.35131893
IGSF10,0.20770986,1.4044943,1.1783599,-0.13128029,0.7747958,0.40816346,0.9499155,1.2373602,0.025015604,-0.34477055,0.67273855,0.7705337,0.20304407,1.1189787,-0.07652022
LINC00052,-0.17264031,-0.4686573,-0.46344927,0.29254478,-0.31770074,-0.127456,-0.38875845,-0.3892649,0.13190676,0.49701098,0.12502049,-0.17364924,0.025993176,0.0070945793,0.44626036
EPB41L4A-AS2,0.015294653,-0.62357736,-0.50289965,0.029055532,-0.1768224,-0.3159056,-0.31127223,-0.6185372,-0.16280095,0.004123124,-0.3059189,-0.3302908,-0.15574577,-0.6169214,-0.12838082
FAM107B,-0.13305019,-0.013499793,0.20711163,-0.40977144,0.09922652,0.10493579,-0.11881212,0.15120025,-0.058857497,-0.28170362,-0.3777275,0.04409874,-0.20508727,-0.28930426,-0.47787943
ZFP36,-0.24282807,-0.41378316,0.08458465,-0.6068338,-0.021824302,0.1095151,-0.52312195,-0.16862445,-0.2584627,-0.3740058,-0.8950296,-0.27932528,-0.5038451,-0.7838119,-0.8727556
SRSF1,0.005971572,0.12536637,0.14832948,-0.07413309,0.09796956,0.047479868,0.076135844,0.12912184,-0.030061169,-0.08260933,-0.002304175,0.06761839,-0.03088673,0.046729557,-0.098351285
FLYWCH1,0.18820643,-0.0027644758,-0.20480263,0.2849575,-0.09061637,-0.107282,0.09841165,-0.18197604,0.010850183,0.10277905,0.21360222,-0.07157876,0.191056,0.0916172,0.30297497
GALNT10,0.07106699,0.3682298,0.37438774,-0.18143404,0.15299964,0.23382302,0.13595307,0.32619298,-0.054719765,-0.25099733,-0.08689052,0.09692763,-0.006682102,0.13306329,-0.22606432
RPL35P3,0.35381344,1.4628551,0.2556616,1.1174895,0.15990011,0.120329335,1.3891621,1.1212654,0.88386345,0.77272445,2.1408403,1.0567548,1.2542003,2.2515235,1.997148
KIAA1024,0.06517738,0.39190528,0.032446068,0.17763887,0.20987576,-0.20986369,0.5645065,0.33295554,0.29769552,0.07975501,0.6783451,0.53073305,0.3505266,0.46566626,0.47283208
COL6A2,-0.3787154,-2.7652085,-1.6747521,-0.6171678,-1.1039852,-0.50591,-2.2572114,-2.434782,-0.7497981,-0.23155278,-2.4474928,-1.7875434,-1.1224174,-2.9851274,-1.3460181
NDRG1,-0.92207325,-2.1673748,-0.3986698,-1.8948314,-0.47723773,0.0898004,-2.2662816,-1.2496526,-0.84234023,-1.0041388,-3.254735,-1.2973529,-1.7685323,-3.1830034,-2.776949
ICAM1,-0.096243784,-0.123797305,-0.12525459,0.027240185,-0.23803546,0.17570767,-0.23801062,-0.037394997,0.12250165,0.12986034,-0.11841145,-0.07968192,0.032821223,0.045057982,0.15301678
LINC01762,-0.08212204,1.1262289,0.48378852,0.48569098,0.31974354,0.15609555,0.9734912,1.186523,0.73724586,0.5593441,1.5193032,1.0473512,0.70313686,1.6778849,1.2121117
VEZF1,0.043144677,0.14033207,0.19224073,-0.22333296,0.1014023,0.100238845,0.040660344,0.11836207,-0.08702667,-0.2650081,-0.20041302,0.0072917794,-0.05604505,-0.11040625,-0.30140722
PTGES2-AS1,0.14950018,0.5447771,0.522248,-0.18592237,0.11069299,0.4440024,0.100559756,0.4830818,-0.0472782,-0.3251136,-0.1709373,0.081353836,0.036556672,0.22850965,-0.25091338
AC092070.2,0.1742753,-0.37541205,-0.578907,0.2258177,-0.3766838,-0.18510543,-0.19560967,-0.55590963,0.01083004,0.058090076,-0.124378674,-0.33272424,0.1776446,-0.3098858,0.2386001
KIAA0895L,0.07029701,-0.17440367,-0.17188926,0.14093323,-0.04984364,-0.12395569,-0.060925752,-0.22712974,-0.07208378,0.07599274,0.019643957,-0.10547873,-0.016246924,-0.106256776,0.07772332
FAM109B,-0.020477047,0.15972506,0.13464564,-0.034807146,0.1416778,-0.023814654,0.16648373,0.19486186,0.04688933,-0.024424335,0.15553361,0.19339864,0.023407912,0.14071977,0.01400433
MATN2,-0.08317202,-0.61753756,-0.32971227,-0.39824614,-0.19444427,-0.11677033,-0.50792503,-0.542154,-0.21629138,-0.3251996,-0.81128955,-0.39167038,-0.31346056,-0.9316784,-0.61875844
TMEM98,0.036439933,0.40125194,0.2974125,0.1648801,0.21164471,0.080007195,0.3088896,0.35146412,0.065994516,0.13149224,0.42922094,0.26441437,0.10421646,0.5437405,0.23780918
DUSP7,0.08616586,0.13901184,-0.004637793,0.03286123,0.032361403,-0.034315523,0.18045475,0.07732638,0.06399464,-0.06839882,0.13320811,0.10711079,0.13234302,0.08957829,0.10709764
CILP,-0.23401518,-2.4918046,-2.1284573,0.061986394,-1.1557742,-0.94018966,-1.5378032,-2.2995412,-0.15791218,0.29003963,-1.2311366,-1.2336698,-0.34851086,-2.196306,-0.10997212
KIAA0391,0.058031287,0.23382813,0.16914308,-0.124200284,0.1407272,0.02293853,0.19462453,0.19812803,0.007492761,-0.18945582,0.028532894,0.13542192,0.04947316,0.043148547,-0.10637223
RORB,0.016887482,1.0600601,0.78397477,0.3846761,0.33655524,0.41076997,0.5135812,0.94920725,0.25227374,0.40780672,0.9453423,0.5357926,0.31403136,1.40721,0.6361084
AL109614.1,-0.29578137,-0.10269403,-0.4970138,0.30459023,-0.42482007,-0.044985164,0.038465034,0.20619668,0.7602763,0.5741982,0.58832353,0.40953758,0.5003521,0.4727468,1.0162783
HIVEP3,0.07987379,0.88073,0.6536989,0.007988609,0.3348719,0.3333442,0.5659406,0.8250194,0.1814006,-0.05961504,0.5073403,0.5058298,0.24360774,0.84978956,0.19505376
C3,-0.116043225,-0.5955609,-0.79296696,0.34000176,-0.40328488,-0.36978427,-0.17648542,-0.5258923,0.3082724,0.46488765,0.24214391,-0.06453109,0.23565516,-0.10774324,0.64250106
SNTA1,0.124887705,0.47118515,0.1032664,0.31104666,0.14192034,-0.043062117,0.5115649,0.32617965,0.23294307,0.18584715,0.7008242,0.38820145,0.36518338,0.6751167,0.559127
METTL14,0.14300862,0.1357643,0.09433255,0.06278737,0.10628955,-0.0017616228,0.1435589,0.013475693,-0.117065005,-0.08069181,0.06115585,-0.019661102,0.009991671,0.07142597,-0.0375039
CFAP65,0.00041805534,-1.6418344,-1.8668966,0.52758074,-0.85813504,-1.0066549,-0.59924865,-1.6478128,0.19687682,0.5048278,-0.10727428,-0.59977,0.22072046,-1.1712066,0.7165221
TAC3,0.1908683,0.5765463,0.53685164,0.093743786,0.24111503,0.300491,0.25896764,0.4201719,-0.14650553,-0.087251864,0.17743176,0.091570236,0.008175028,0.48025772,-0.03854378
WDR26,-0.017751575,-0.21659262,-0.103981346,-0.1583638,-0.082552776,-0.010449852,-0.200273,-0.18779467,-0.0871081,-0.13848186,-0.330475,-0.16797096,-0.11410852,-0.35670978,-0.24885987
PSAT1,0.25115237,1.1267924,0.59532714,0.4284895,0.42092764,0.15752664,0.9391363,0.87101257,0.27888742,0.18297027,1.134179,0.6717539,0.5342098,1.3087476,0.7268831
EPHA7,-0.57495755,-2.0137057,-1.0649784,-1.0807389,-0.5610405,-0.4240191,-1.5446403,-1.4234331,-0.35826513,-0.5430629,-2.0302188,-0.87705517,-0.9423184,-2.5392058,-1.4700592
BRD3,0.15169202,0.29016647,0.23793301,0.055103924,0.1780691,0.061559588,0.22172761,0.15977758,-0.11486767,-0.098127626,0.121632315,0.050019737,0.0117370915,0.1983735,-0.04101001
CLMN,-0.24487741,-0.8442389,-0.22889653,-0.7264808,-0.15104888,-0.06793039,-0.77298033,-0.5934529,-0.38367465,-0.5009883,-1.2580374,-0.52511114,-0.63959795,-1.3315566,-1.1080444
KRT18P10,-0.09091132,-0.40335158,-0.7192433,0.52733016,-0.34045696,-0.3976162,0.03380732,-0.326822,0.40993565,0.61672777,0.5980858,0.10013043,0.36747578,0.19319718,0.9186203
AC245884.8,-0.10202831,-0.1584412,-0.45292452,0.06579075,-0.16708128,-0.27440742,0.11274033,-0.07599411,0.42055324,0.16941762,0.32052553,0.28393462,0.3498838,0.025146024,0.4659404
DLG2,0.07308205,0.66960573,0.50154436,-0.035934355,0.22781667,0.28394252,0.39675117,0.6299471,0.11283049,-0.10969582,0.3049898,0.32855442,0.1752685,0.5643085,0.08369603
MTF1,0.24649224,-0.237873,-0.2801613,0.17135683,-0.089429684,-0.1703263,-0.06954047,-0.46178314,-0.2211038,-0.06639563,-0.110167906,-0.31322843,0.0011915737,-0.2919261,-0.016014973
LINC01273,-0.079354934,0.33018458,0.2888702,0.005132606,-0.02217506,0.31529316,-0.012187034,0.39622363,0.14468566,0.099242315,0.094322,0.11334541,0.080831796,0.3990714,0.13290024
RNF214,0.037288524,0.28253478,0.19287997,0.0023983975,0.090826966,0.10730968,0.1691687,0.24051006,0.056245293,-0.02715903,0.14336501,0.13424931,0.08987483,0.2489367,0.06264157
ZNF682,0.08858493,0.0411235,0.070369385,-0.028663978,0.02021679,0.051937908,-0.020825537,-0.035997678,-0.12198438,-0.119146615,-0.1270677,-0.101998255,-0.04810679,-0.06769337,-0.14013243
C3orf58,-0.22956944,-0.07501037,0.41048378,-0.65546805,0.08886731,0.33673373,-0.3888116,0.18906161,-0.24000405,-0.43687642,-0.8323514,-0.15858671,-0.4939084,-0.5027589,-0.9044418
CEBPB,-0.013734773,-0.3106681,-0.23474848,0.049287196,-0.13205372,-0.10680594,-0.21990849,-0.32182106,-0.080318466,0.06764429,-0.16478026,-0.21698289,-0.090414084,-0.26283878,-0.033425972
CLK3,0.03534202,0.007904934,0.009977122,0.06511215,-0.051267445,0.07210849,-0.06663832,-0.04153366,-0.050572407,0.03787449,-0.039668415,-0.10426359,-0.018327493,0.03665767,0.020705007
CHD2,0.004030586,-0.09995422,0.054851808,-0.12331089,-0.026619349,0.09142826,-0.19307865,-0.08616551,-0.15370344,-0.123003356,-0.30893058,-0.18139347,-0.16489664,-0.22825955,-0.27701497
RGS6,-0.013124394,1.258736,0.991674,-0.11661738,0.46547806,0.53790176,0.743037,1.3030295,0.30311552,-0.12446514,0.6249286,0.768031,0.2761058,1.174703,0.18783681
SEC14L2,-0.2405283,0.009283544,0.39819708,-0.50652796,0.06925293,0.34188044,-0.30804032,0.263199,-0.12986648,-0.28669253,-0.59009063,-0.04709908,-0.38735065,-0.24709295,-0.6395075
ABLIM3,-0.5137822,-2.9009252,-1.7897223,-1.0628526,-1.0055355,-0.76582295,-2.1388326,-2.4221442,-0.6521111,-0.58503425,-2.682936,-1.6083362,-1.1413615,-3.4905016,-1.7227217
AC026304.1,-0.00817005,0.12846689,-0.0939365,0.29765674,-0.022230078,-0.08273792,0.21080954,0.1324653,0.24089548,0.31113937,0.5084259,0.22891128,0.24331646,0.41963497,0.52918583
