,01 vs 02,01 vs 18,04 vs 18,00 vs 02,04 vs 08,08 vs 18,01 vs 08,02 vs 18,02 vs 04,00 vs 01,00 vs 08,02 vs 08,01 vs 04,00 vs 18,00 vs 04
GINS4,0.06461542,0.32718968,0.2281932,0.022962917,0.23244311,-0.029604584,0.3132144,0.2648872,0.03826802,-0.04469481,0.2996605,0.2655366,0.09549502,0.27744785,0.066496074
AURKB,-0.06700818,0.5144352,0.32810003,0.15030596,0.26043123,0.012472847,0.42271817,0.51187253,0.23390661,0.22588144,0.6735606,0.47882456,0.22188145,0.73533976,0.40275878
FKBP14,0.13805379,0.17836598,0.10369282,0.17203476,0.07788971,0.043762613,0.14567979,0.051613018,-0.08473065,0.035853785,0.17751634,-0.012548221,0.0467446,0.23402011,0.11113341
KNSTRN,-0.08394482,0.14071997,0.22353996,-0.08760907,0.15092933,0.04802726,0.03300813,0.16917215,-0.022742953,0.014878366,0.06383679,0.10243607,-0.067905925,0.15205146,-0.09434881
FZD9,0.07328366,0.30248165,-0.053959694,0.34476063,0.2154338,-0.30773327,0.5592172,0.21272783,0.2507714,0.2514654,0.8215803,0.47583383,0.3278081,0.53484786,0.60195494
USP11,-0.0980985,-0.11751633,-0.010167111,-0.19861127,0.021882964,-0.036201768,-0.11038651,-0.040727112,4.1129875e-05,-0.08819158,-0.18018024,0.012021567,-0.08779288,-0.2163242,-0.20335114
ZNF383,-0.068397224,-0.5930183,-0.52526855,-0.09560471,-0.22512193,-0.30148447,-0.2940721,-0.512744,-0.011569659,-0.04072702,-0.30917528,-0.22537851,-0.07082114,-0.63703084,-0.102130905
ST6GAL1,0.14983791,0.6557624,0.37842527,0.13256316,0.24437967,0.14736891,0.51834685,0.5422383,0.1534642,-0.027142474,0.51078176,0.4069577,0.26230288,0.6294237,0.28777924
AC131532.1,-0.4662952,-1.3292398,-0.7231722,-0.690023,-0.6305335,-0.030751612,-1.2294787,-0.86078525,-0.13202159,-0.25257686,-1.4913495,-0.7212434,-0.5892387,-1.5637238,-0.8601787
IFIT1,-0.028134383,1.2758385,0.9708749,0.10854972,0.3323327,0.6643627,0.6511594,1.283915,0.35434496,0.15357624,0.7705304,0.6705345,0.35208932,1.4841468,0.4695436
DENND4C,0.17529368,0.22206761,0.1845372,-0.06065379,0.12933125,0.07874665,0.1522737,0.07014513,-0.15405594,-0.23374058,-0.07232371,-0.037912883,-0.007984326,0.012653163,-0.18452746
AL662800.1,-0.17712308,1.3978548,1.2797817,0.22265871,0.49305567,0.7838877,0.5897221,1.5113138,0.27562755,0.40658948,0.94708514,0.72774935,0.14656572,1.8313229,0.5068974
BBOX1,-0.5582377,-3.1544032,-2.681524,-0.063617535,-1.5652977,-1.03579,-2.0292168,-2.6927192,0.048847146,0.48231542,-1.566477,-1.4223906,-0.41795856,-2.6642094,-0.03866236
EXPH5,0.17680193,0.40754646,0.33987144,-0.08010283,0.18426692,0.16847146,0.24280317,0.2610708,-0.11559797,-0.24617073,0.023914743,0.044517796,0.06417106,0.20907053,-0.16013806
DSCC1,0.013043971,0.42979535,0.35270566,-0.03713461,0.36896008,-0.06834445,0.43162403,0.41095084,0.050149724,-0.07193588,0.4014008,0.41671744,0.064474724,0.35218653,0.030325433
AC006141.1,0.14012778,0.31510076,0.667512,-0.25218093,0.120281614,0.6053041,-0.30907562,0.20498191,-0.52552825,-0.3722514,-0.641088,-0.43393692,-0.41646063,-0.017260645,-0.7186069
GCLC,-0.13698648,-0.35501525,-0.012792383,-0.4396399,-0.033499938,0.02980097,-0.37833703,-0.20733394,-0.21119712,-0.31200835,-0.6795511,-0.24436738,-0.3470887,-0.6534649,-0.6488432
PAQR5,-0.2968938,-0.8903908,-0.36603117,-0.6998584,-0.30769008,-0.053538185,-0.81628454,-0.56123936,-0.21650627,-0.43745166,-1.2179708,-0.46323138,-0.52449524,-1.278841,-0.9109006
WIPF2,0.191119,0.13116324,0.0021065099,0.15181567,0.0371642,-0.021999178,0.16280834,-0.039770048,-0.07601448,-0.03324016,0.12948656,-0.043896295,0.101337224,0.11081632,0.09543061
ORM1,-0.7669439,-3.4558964,-2.6230702,-0.26559982,-1.4001008,-1.2280778,-2.2738168,-2.8219762,-0.13459732,0.4833705,-1.7654934,-1.4606375,-0.78194267,-3.0286214,-0.42299315
AC087500.1,-0.0941412,0.17315732,0.21284685,-0.043758653,0.028081723,0.17368306,-0.004316656,0.2655011,0.05902174,0.043308727,0.030794062,0.08513033,-0.019267783,0.22988537,0.016115291
CLCF1,-0.11144985,1.2406914,1.1639875,-0.0933943,0.5689349,0.53780895,0.6406753,1.3497895,0.18858612,-0.01957888,0.64215696,0.7584296,0.07787982,1.2429017,0.10930404
AC087190.2,0.043094497,-0.019883426,-0.13160844,0.10083771,-0.04012457,-0.04295763,0.04801973,-0.072227076,0.05035234,0.0663619,0.10589956,0.0074377744,0.09826456,0.072537355,0.15672195
RXFP4,-0.45626548,0.051648226,-0.4614391,0.40213472,-0.33867285,-0.093531005,0.27455187,0.4922535,1.0125012,0.8324903,1.0421411,0.7316503,0.64190257,0.897252,1.3771917
MND1,-0.11101205,0.40878108,0.30372193,-0.05357162,0.29468638,-0.053807106,0.38820434,0.4886477,0.22396085,0.0494176,0.47710347,0.5089655,0.14411147,0.4420326,0.17310776
NKX2-8,-0.08675251,0.41514674,0.0027789227,0.67324734,0.3245013,-0.2844497,0.82686514,0.5179277,0.40221602,0.69835675,1.4575362,0.7566281,0.3655108,1.2278932,1.1583066
WIPF3,0.15961598,1.7365092,1.3745589,0.3346033,0.55878216,0.79983807,0.8762111,1.5494477,0.19733876,0.19661115,1.0687252,0.7275915,0.3571266,1.9482027,0.55649114
TUBA4A,-0.08273442,-0.096374765,-0.29969925,0.26283976,-0.07402994,-0.25513908,0.15279758,-0.033666197,0.29194298,0.34032482,0.48481333,0.23722778,0.24257696,0.22957689,0.5450415
AHR,-0.055802435,-0.1379667,0.081373386,-0.328849,0.0135795865,0.07917539,-0.21151069,-0.06558716,-0.1656586,-0.27846354,-0.47947696,-0.16363807,-0.22509938,-0.4032031,-0.49232084
AC099343.2,-0.08130461,0.6411173,0.15370941,0.35326535,0.20700398,-0.054616954,0.72788864,0.72367394,0.57500076,0.41695377,1.1235422,0.7916425,0.5295039,1.075542,0.91717726
AC132872.2,0.027228242,-0.24473737,-0.29404667,0.12792264,-0.08697051,-0.19444177,-0.052560292,-0.26260242,0.009748993,0.095705085,0.053519465,-0.05605319,0.042812224,-0.14577045,0.1461679
AC239600.2,-0.55253386,0.4513499,0.54721147,-0.09124256,0.017687948,0.5135213,-0.08204046,0.908968,0.4633311,0.458481,0.34197646,0.48253104,0.0079265,0.92406183,0.35167193
GLRA3,-0.084577285,0.54531014,0.82591444,-0.3124121,0.15090317,0.70299196,-0.1467029,0.6815428,-0.15110262,-0.20802832,-0.34998456,-0.008008689,-0.25374943,0.36031196,-0.4645813
GALNT1,-0.008281088,-0.26564983,-0.12361677,-0.15472996,-0.06591834,-0.052886315,-0.21079738,-0.23945996,-0.12708043,-0.14622079,-0.33997542,-0.18591307,-0.14461528,-0.40725648,-0.27834657
MALAT1,0.12967688,-0.12108928,-0.020180942,0.014755536,-0.03207709,0.018173156,-0.16066547,-0.24847402,-0.25341508,-0.10256975,-0.26192147,-0.29268697,-0.14242165,-0.2288052,-0.22406545
AP000240.1,0.43262774,1.1477027,0.59217536,0.28780824,0.36068678,0.24093762,0.88365644,0.74300504,0.10978374,-0.13683303,0.7892912,0.43953818,0.5196924,1.0453317,0.4366599
APTR,0.013775555,0.042051747,-0.08174244,0.10346531,-0.03055039,-0.04809308,0.11024158,0.03558047,0.11320708,0.08797399,0.18366253,0.0838335,0.13360485,0.13551015,0.21787724
L1CAM,0.30819732,0.2584256,-0.27610734,0.69359374,-0.06345602,-0.19707417,0.48501694,-0.06702831,0.18373057,0.38554847,0.8426553,0.13404332,0.5000913,0.6723195,0.9070336
AC113410.3,0.078737974,0.9373586,0.72461194,0.17676918,0.25891548,0.4810626,0.4332268,0.8348052,0.1321121,0.12839167,0.57233244,0.37796533,0.23208386,1.0972714,0.33533534
YPEL2,-0.1453489,-0.9465595,-0.72291076,-0.28181753,-0.5039113,-0.16563192,-0.7266749,-0.77741164,-0.061599378,-0.14058802,-0.8484661,-0.54484665,-0.20183419,-1.0848083,-0.35409203
RUSC2,-0.06761452,-0.14529923,-0.15383802,-0.16895068,-0.024061916,-0.13183601,-0.027332276,-0.081634395,0.08040299,-0.123499684,-0.12494945,0.060775537,-0.0016252334,-0.28372604,-0.09676216
AC112907.3,0.15794453,-0.026699923,-0.25482646,0.38568574,-0.1596122,-0.08521244,0.03977897,-0.19184387,0.06979923,0.24749981,0.2933068,-0.08766233,0.22904854,0.1996598,0.45625326
NSD3,0.06558227,0.06831972,0.07874081,-0.08133082,0.108034045,-0.03011792,0.09133163,0.025199657,-0.07816228,-0.15294346,-0.04200198,0.028930707,-0.029522588,-0.081431165,-0.14903551
BOC,0.13258831,0.92525256,0.4191687,0.47191566,0.24356931,0.20611098,0.77063686,0.7947166,0.3767144,0.3531845,1.0938841,0.63924503,0.5210126,1.3331039,0.86742014
AC106028.3,-0.08056252,-0.6896964,-0.4797381,-0.20300382,-0.21394531,-0.25764832,-0.45102954,-0.60164946,-0.12735365,-0.12533244,-0.5354699,-0.33429167,-0.21709082,-0.8358454,-0.324196
VMP1,-0.16616277,-0.037333746,0.26017654,-0.40056574,0.05153662,0.2111592,-0.25185108,0.14173006,-0.110388756,-0.23033929,-0.47208944,-0.05946855,-0.28184444,-0.26937076,-0.5187757
IGFBP5,0.07737383,0.6831299,0.46804357,0.12102186,0.22399822,0.25335208,0.4602193,0.62356794,0.15239982,0.04789715,0.4959814,0.38246533,0.21883379,0.76195484,0.28797337
BCL6,-0.065958634,-0.6045227,-0.35787287,-0.34119126,-0.20841376,-0.14000672,-0.46779293,-0.5314015,-0.18146425,-0.27843428,-0.7258989,-0.37883475,-0.2583763,-0.890074,-0.5279224
ZNF302,-0.018957816,0.21181689,0.14779606,-0.07485991,0.087833546,0.070335,0.1607601,0.23891015,0.086305015,-0.06249675,0.09263731,0.16430554,0.070819706,0.16353783,0.011985281
AC067750.1,-0.077647805,-0.34867215,-0.00016900101,-0.32252383,-0.17759128,0.19154772,-0.54979366,-0.25063297,-0.27838543,-0.24167185,-0.77453476,-0.46413139,-0.35348967,-0.58171487,-0.59588426
DNAH7,-0.5457335,-0.75665516,-0.11611356,-0.69900763,-0.2752685,0.1734375,-0.8905031,-0.18401049,-0.05670749,-0.18803732,-1.0864387,-0.2815333,-0.6019602,-0.92800176,-0.7943983
UBE2L6,-0.006241817,0.15288298,0.048885237,0.06931074,0.035320923,0.013603021,0.1310962,0.14832789,0.121505335,0.07751735,0.21740781,0.15782078,0.11681875,0.21794201,0.18332231
PLEKHG2,-0.118583046,-0.552696,-0.23346663,-0.2723702,-0.110333055,-0.11949729,-0.4310747,-0.43102846,-0.21409214,-0.16566722,-0.59348845,-0.30370054,-0.3387564,-0.7049069,-0.47752124
TMEM38A,0.21618901,0.3549588,0.07985777,0.2188612,0.0973682,-0.010244334,0.35586274,0.13989186,0.04813085,0.0025484087,0.3867029,0.16232933,0.25055805,0.38486055,0.2924279
AC092634.3,-0.3851584,0.26880914,0.8490437,-1.0802892,0.3062435,0.56044877,-0.2807508,0.7258005,-0.12078611,-0.72730845,-0.9704748,0.20966275,-0.55192864,-0.4176816,-1.2459518
AC025181.1,-0.36190236,0.08542995,-0.147612,0.09133162,-0.0598497,-0.10144846,0.20467831,0.42155606,0.6190883,0.4461309,0.624773,0.56001043,0.33220604,0.50598586,0.6762989
TCF19,0.061690807,0.43653482,0.29516345,0.13637376,0.3529128,-0.107493654,0.48323995,0.36185586,0.055526532,0.053830646,0.5668589,0.4089841,0.116587706,0.4897205,0.2157059
MAGEA10,0.110668235,-0.33042958,-0.3232411,0.048078343,-0.20184766,-0.10446699,-0.23542644,-0.424051,-0.1085842,-0.055090737,-0.25916004,-0.2955551,-0.014932744,-0.39095044,-0.055319227
TUBG2,0.13761392,0.2878156,-0.00061196287,0.33044958,0.0066851242,-0.0019880696,0.29895142,0.14867732,0.15499078,0.20669314,0.5008943,0.16816299,0.30242297,0.5068217,0.49576217
CEBPD,-0.61652786,-1.0539926,-0.09110849,-1.1316428,-0.24579932,0.15946384,-1.2165745,-0.45515245,-0.32812375,-0.52544093,-1.742643,-0.57142067,-0.92851746,-1.5919733,-1.4983745
GSE1,0.050190296,-0.051623132,-0.024232863,0.005813014,-0.020180091,-0.0024761546,-0.0529769,-0.093555145,-0.08307733,-0.040436123,-0.096236676,-0.10987212,-0.04158586,-0.100527756,-0.07429884
NPW,-0.050007124,0.04691214,-0.19668686,0.24428137,-0.07912939,-0.13031982,0.17853013,0.07741844,0.31207287,0.29694232,0.4714086,0.24579638,0.29376754,0.33052978,0.54291105
GRHL3,0.17799021,0.18869422,-0.23398684,0.35525355,-0.11002227,-0.10339778,0.32605517,0.017273443,0.26158756,0.18180445,0.5006529,0.16372602,0.4434136,0.39674217,0.6174885
AL022069.1,-0.26699615,0.9336118,1.3777606,-0.6510735,0.4809045,0.9092715,0.026443891,1.233833,-0.15112513,-0.38326395,-0.3595414,0.2946893,-0.42965448,0.581319,-0.7907676
ZFP90,0.088834785,0.038736854,-0.007596676,0.060147658,0.08493341,-0.07636505,0.11688624,-0.034823664,-0.05012839,-0.026764005,0.10110332,0.027940884,0.030840514,0.019973272,0.02039816
AC010999.2,-0.33664912,-0.06655406,0.21125992,-0.47745812,-0.12119348,0.3509419,-0.3949248,0.28053218,0.09620559,-0.146756,-0.53611356,-0.026303591,-0.22268733,-0.21692789,-0.39726913
C1S,-0.088257916,-0.06987315,0.1711962,-0.27645677,-0.02896141,0.23470634,-0.3423896,-0.013297327,-0.15073533,-0.17265448,-0.4799485,-0.19546805,-0.23761733,-0.23980051,-0.4302635
GABARAPL1,0.074327335,-0.6556914,-0.73372734,0.26453736,-0.35894462,-0.3553012,-0.29656866,-0.75501126,-0.019468743,0.1958101,-0.10071942,-0.36752787,0.06380704,-0.47760293,0.25110263
CENPE,0.04154827,0.23922841,0.21035127,0.04525366,0.22271083,-0.045229677,0.20516714,0.1333447,-0.058713265,0.024849929,0.25527358,0.13344875,0.03197793,0.28195623,0.021956844
AC016590.3,-0.029289303,-0.460422,-0.4617413,0.0041979295,-0.21569014,-0.21019211,-0.22624765,-0.38658297,0.055657275,0.016376069,-0.1648951,-0.12134651,0.0027563618,-0.46016407,0.053634144
NHSL1,-0.01710084,0.27362803,0.22281978,-0.11780236,0.13179669,0.103638,0.18468243,0.3066657,0.073223606,-0.10716544,0.08102073,0.2020325,0.0423221,0.16731852,-0.039642442
FZR1,0.1444809,-0.049504925,-0.3661323,0.4723402,-0.07771688,-0.28990328,0.24100137,-0.21962622,0.14494099,0.33474195,0.5616234,0.07024179,0.31176332,0.2934395,0.6338537
CARHSP1,0.069987185,-0.06373092,-0.20271133,0.23499848,-0.005384898,-0.22244145,0.13657267,-0.14493148,0.059696857,0.16263226,0.3053719,0.06523902,0.1362429,0.09019384,0.30279076
HSPA5,0.010148014,-0.016849427,-0.045428164,0.08177859,-0.04146404,-0.0028862653,-0.0028393653,-0.026839176,0.016507337,0.073377624,0.05139121,-0.024526352,0.028340725,0.0516848,0.093964085
AC018557.1,0.20583811,1.5927,1.1627889,0.42314532,0.34407857,0.85730284,0.75207704,1.4036542,0.27117053,0.25074643,1.0172621,0.6097741,0.46637002,1.8836511,0.7266164
SLC16A9,0.02718597,0.35662618,0.25585306,-0.22206074,0.18761973,0.061123822,0.28574356,0.36039934,0.08473039,-0.2723982,0.058766097,0.27267024,0.1012997,0.10193906,-0.12970105
LYPD3,0.16760696,0.3010632,-0.05610091,0.45738003,-0.0010354721,-0.046998497,0.35961604,0.14289807,0.20145027,0.30063477,0.6540139,0.20758194,0.36283597,0.5911689,0.6614643
LINC02067,-0.3273873,1.156959,1.1466745,-0.22430718,0.479258,0.676005,0.48623267,1.4673976,0.36836427,0.105241686,0.60214746,0.8386602,0.09131254,1.321333,0.15798007
MGP,-0.17593348,0.3779666,0.36937743,-0.019410584,0.09801733,0.26385203,0.09733251,0.52798975,0.20880596,0.16048858,0.26200047,0.3064768,0.049387425,0.51150066,0.17179014
TMEM160,-0.086167514,0.21810435,0.03081231,0.23877817,-0.008945999,0.026870416,0.21387991,0.2905063,0.27573037,0.3225554,0.4953627,0.2703201,0.22096662,0.53464127,0.504705
SHCBP1,-0.01903271,0.2373823,0.24758644,-0.048561644,0.27711615,-0.081316195,0.21916641,0.21440989,-0.010217291,-0.025410632,0.24630147,0.24236862,-0.0026568277,0.19752254,-0.03925459
KIF18B,0.054427978,0.49302274,0.4206315,-0.016949473,0.37103146,-0.009617882,0.39716172,0.39701957,-0.0110591445,-0.0689715,0.38998798,0.34455684,0.07192738,0.42931977,0.0071663596
TNFRSF12A,-0.0018423939,-0.4148204,-0.61437064,0.40186223,-0.22601707,-0.40819994,-0.010193565,-0.4238246,0.20427063,0.40133727,0.3826649,-0.0019865918,0.21908115,-0.04390337,0.5966752
B9D2,-0.13324505,-0.02588046,-0.039392006,-0.022238454,-0.044615883,0.005588749,-0.017305193,0.1039406,0.15602149,0.11036282,0.08264834,0.115996055,0.04961282,0.08070723,0.12290423
HOXB2,0.193453,0.43199062,-0.036524974,0.4813725,0.031197982,-0.07090238,0.5012256,0.23451333,0.28374922,0.30131495,0.80172783,0.31294283,0.48311812,0.71975875,0.7687988
AC109327.2,-0.28831547,0.8256713,0.35426113,0.30213624,0.19270462,0.17261164,0.68959826,1.0276936,0.71628064,0.58476824,1.2236944,0.8844503,0.5412829,1.4533594,1.0324262
BHLHE40,0.05589264,-0.24731235,-0.3429252,0.1023302,-0.17505898,-0.15533984,-0.06546714,-0.2924313,0.044146314,0.04910093,-0.017207507,-0.120448254,0.099758804,-0.19681586,0.14885722
SSPN,0.034249373,0.7967909,0.8071706,-0.30777422,0.29258,0.54700446,0.29338473,0.8117792,-0.021144079,-0.35674384,-0.04546058,0.2693308,-0.014519962,0.50590533,-0.30874893
PLXND1,0.054160584,0.00010166607,-0.099695474,0.131723,0.06042272,-0.17825592,0.15419772,-0.058184538,0.03929383,0.07475565,0.24273476,0.11424801,0.08859505,0.078454316,0.18377212
AL121809.1,-0.7083256,-0.8254304,-0.121845864,-0.8448124,-0.28420055,0.19769448,-0.9913942,-0.12428362,0.05427135,-0.16190124,-1.1433636,-0.19439101,-0.62932074,-0.9942887,-0.8360674
AC002367.1,-0.43528038,-0.69375366,-0.6667587,-0.03553333,-0.50067097,-0.1915033,-0.4881291,-0.31467748,0.39416713,0.38364032,-0.14171325,-0.07695498,0.051686622,-0.31959477,0.33366245
MTCO2P12,0.05184573,0.5247495,1.0420291,-0.12059918,0.16323513,0.93663675,-0.42627397,0.4682934,-0.614195,-0.1482247,-0.58975065,-0.48412067,-0.59197915,0.40640658,-0.6771468
AC016712.1,-0.29359254,-0.3050971,-0.24637304,-0.15618761,-0.22197776,-0.019487653,-0.2540878,-0.023080813,0.26920098,0.12984852,-0.13752784,0.06840575,0.012478341,-0.16593845,0.08282213
VCX3A,-0.19341522,-0.18452132,-0.21817625,-0.01907664,-0.21384251,0.0062722987,-0.1804803,-0.031797532,0.25231245,0.17883947,-0.011388514,0.059933074,0.07835612,-0.017313318,0.20829345
MEIOC,0.7090764,1.0556676,0.24958389,0.5632806,0.067395285,0.24944223,0.7746776,0.34345508,0.09146825,-0.10124826,0.72927606,0.13567972,0.75627244,0.9661044,0.6760285
ATP13A3,0.076944724,0.18559165,0.16777562,0.0031572315,0.09181143,0.073617086,0.10895255,0.12338827,-0.065132216,-0.07476225,0.037028864,0.021551948,0.00018902683,0.11320775,-0.051216736
LAMB2,0.021136355,0.013310779,-0.044901136,0.09198664,-0.07280561,0.03705834,-0.01073634,-0.014966873,0.032258943,0.07727722,0.04548041,-0.036530223,0.052127745,0.0894308,0.12626827
NECTIN4,0.111578494,-0.15973087,-0.23969726,0.16405988,-0.1455947,-0.07937953,-0.07122108,-0.26552656,-0.036406063,0.061919495,-0.0140579175,-0.18139791,0.064607926,-0.111036435,0.13064958
AL117339.5,0.099948876,-0.30736238,-0.17355913,-0.124492556,0.037024412,-0.18266276,-0.14001216,-0.34475258,-0.22088206,-0.2340739,-0.3031451,-0.1519698,-0.16714616,-0.53464985,-0.33172086
PTP4A2,-0.0025173961,-0.017633539,0.022692556,-0.11078551,0.03393174,-0.007102182,-0.0076389806,-0.007186415,-0.040261213,-0.1091385,-0.1047995,-0.007501988,-0.04169709,-0.11679261,-0.13961855
AC005083.1,-0.043025903,0.1807079,0.14179055,-0.022721872,0.011496964,0.15195411,0.07179903,0.23666203,0.09201653,0.0134466095,0.07159192,0.11416672,0.04997955,0.21685593,0.07577219
AC006030.1,0.11528191,0.37235788,0.370129,-0.056958716,0.12681587,0.27662614,0.06030957,0.25335905,-0.12212494,-0.15667954,-0.0538589,-0.0029893906,-0.030899735,0.23939039,-0.15385576
RBP7,-0.24678744,0.40508586,0.3091659,-0.124274686,0.16039787,0.11546339,0.2901735,0.6488137,0.37891173,0.105244644,0.3963817,0.5436012,0.16541362,0.499394,0.23456056
HYLS1,0.07965944,0.40608266,0.20003688,0.24341099,0.20668904,-0.034613714,0.4009207,0.28569335,0.09600879,0.17222238,0.5682229,0.28540298,0.2055438,0.58319753,0.35824537
LINC02562,0.023079095,1.4415293,1.0812917,0.09647802,0.5345038,0.5481565,0.90336055,1.4123164,0.35773942,0.08445497,0.9703175,0.8667234,0.39038357,1.560783,0.46403614
KLHL13,-0.0033687793,0.8336677,0.6102226,-0.09819033,0.32016012,0.2979911,0.56213087,0.858543,0.25007123,-0.09972738,0.4668882,0.562448,0.24555108,0.75855476,0.15227422
F12,0.0013793219,0.89889646,0.42938524,0.43907177,0.27256507,0.13278866,0.7673667,0.89006853,0.49071226,0.44078597,1.1911405,0.7648927,0.52340555,1.3384565,0.92102116
AC037198.3,0.019519718,0.08752267,-0.030669516,0.16740374,0.05059746,-0.09036858,0.16869251,0.060840026,0.09649034,0.14833447,0.3164703,0.14546031,0.123973995,0.2250118,0.26595035
HIST1H2AJ,-0.10387123,2.7647514,2.17274,0.3321289,1.12746,1.0129608,1.6586777,2.8088794,0.7311081,0.46628475,2.1626015,1.7883573,0.6997157,3.240966,1.08084
HIST2H2BE,-0.043388046,-0.64260364,-0.57277644,0.082098894,-0.4892312,-0.032365654,-0.53983533,-0.59640247,-0.025381831,0.14158082,-0.43627033,-0.5057095,-0.0530296,-0.48772886,0.0513643
VSIG2,-0.32936132,-0.6289358,-0.6667493,0.103420444,-0.51681775,-0.12901227,-0.4544709,-0.33650714,0.3750981,0.4337552,-0.057225414,-0.12138929,0.10837773,-0.21049304,0.45370483
CLK4,0.063357174,-0.14666164,-0.12260091,0.07539437,-0.039908525,-0.076911926,-0.09265809,-0.22307535,-0.10935003,0.020481344,-0.06397431,-0.15280081,-0.04786817,-0.12723954,-0.023055157
PLAG1,-0.18333387,-0.80170214,-0.1744982,-0.76258224,-0.121222824,-0.03563865,-0.79417956,-0.6056772,-0.45249522,-0.5838036,-1.3211812,-0.56657976,-0.65056396,-1.3610119,-1.2022427
PPP1R26,0.19789298,0.13061708,-0.21554597,0.343535,-0.024432635,-0.18920583,0.32560003,-0.05907295,0.13562313,0.13339558,0.4725501,0.119543776,0.32612288,0.27432498,0.49374112
SERPINI1,0.024931801,0.5941115,0.32354212,0.16261092,0.08827472,0.2290249,0.3619704,0.5659197,0.26560375,0.14218457,0.49489808,0.34210515,0.29330176,0.70661455,0.421819
AL161729.1,-0.70361847,-0.50648063,-0.1846844,-0.2762794,-0.30009577,0.118690744,-0.6071011,0.11153723,0.3660246,0.4054352,-0.26046264,0.06694652,-0.23927324,-0.11230356,0.046368804
JUND,0.021720123,-0.19256218,-0.20017242,0.11181855,-0.05239873,-0.15116026,-0.047735926,-0.21736608,-0.020664249,0.08944018,0.035803113,-0.06550829,-0.006022033,-0.12166655,0.09022733
ATRX,0.12652318,0.15615441,0.14585401,-0.11507628,0.059531678,0.10149434,0.0638344,0.06466472,-0.10717343,-0.23731634,-0.15760101,-0.058014784,0.0008429289,-0.06886167,-0.21469942
TULP4,0.07697102,0.10750314,0.09787801,-0.11677842,0.077189244,0.032110207,0.08306128,0.06282265,-0.061682448,-0.1935631,-0.08684004,0.01736021,0.00034243698,-0.0709863,-0.16475217
