,00 vs 02,01 vs 08,02 vs 08,00 vs 18,01 vs 02,02 vs 04,00 vs 01,04 vs 08,04 vs 18,00 vs 08,08 vs 18,00 vs 04,01 vs 18,01 vs 04,02 vs 18
CRYBB3,0.6164666,0.13693874,-0.06919741,0.6741353,0.18328226,0.11963528,0.4204792,-0.16914712,-0.123407766,0.5074458,0.095437564,0.60669726,0.16144046,0.21664615,-0.07723656
CLMN,-0.5980472,-0.8619221,-0.58346146,-1.2005358,-0.26910123,-0.426748,-0.31509528,-0.14922538,-0.19632934,-1.1656848,-0.035024848,-1.0162256,-0.87563604,-0.7048198,-0.61825085
DUSP1,-1.2348292,-2.0990295,-1.4943941,-2.932108,-0.5732916,-0.8507499,-0.6719146,-0.614828,-0.86960554,-2.730869,-0.21767944,-2.1312268,-2.3015597,-1.4741838,-1.7170022
MUC16,0.31098762,0.56574017,0.4724398,0.7522566,0.08128244,0.38635653,0.22860937,0.0915824,0.08457373,0.8086433,-0.015443154,0.6904969,0.52306455,0.45582715,0.44005707
PSMB6,0.19894737,0.21852979,0.22760086,0.47532284,-0.028358841,0.29559323,0.2140431,-0.050674133,0.023186365,0.44856817,0.05030096,0.47260523,0.23561054,0.24878462,0.29292226
TMEM253,0.65879864,1.5114253,1.3245298,2.0754724,0.18847251,0.9274574,0.4441903,0.40173844,0.5734166,1.9924672,0.13206051,1.523239,1.6087098,1.0799125,1.4107343
TGM7,-0.5591105,-2.0402372,-1.6034964,-2.6775053,-0.40346986,-0.7524486,-0.17477292,-0.7895885,-1.3274107,-2.151361,-0.49394712,-1.3920394,-2.5282383,-1.2149776,-2.125
AC092069.1,0.037732664,0.29178804,0.09525918,0.05117383,0.1993032,-0.10780265,-0.15028885,0.17273608,0.06097439,0.103560634,-0.08046466,-0.05216525,0.2313538,0.12599982,-0.022962717
ZDHHC11,0.061080877,0.13743608,0.02446637,0.072860464,0.11295181,-0.084661,-0.05346294,0.10140503,0.080661334,0.055997454,-0.0025609788,-0.022265656,0.14686637,0.05876869,0.018582609
MGC16275,-0.81783515,-0.055821564,0.0309483,-0.14643234,-0.118284866,-0.22582154,-0.68398845,0.26122308,0.8179391,-0.789214,0.6128697,-1.0191416,0.5318779,-0.32722366,0.6316031
AC006030.1,0.21186985,0.68646723,0.4052791,0.9531791,0.27891436,-0.031185897,-0.053943805,0.41278827,0.6672022,0.54176706,0.32490167,0.14338206,1.0113866,0.2492488,0.6419113
NAT1,-0.2464442,0.071083896,0.14102294,0.24422078,-0.07693196,0.03223055,-0.17249842,0.122219004,0.46235806,-0.10388061,0.3486087,-0.21310149,0.4055852,-0.04898668,0.49589452
RASD1,-1.640406,-0.7081066,-0.0033607956,-0.68684,-0.68120927,-0.22617021,-0.9548317,0.2679135,1.1638414,-1.5976101,0.8955286,-1.899155,0.19518815,-1.0029931,0.89149666
SLC27A2,0.27744216,0.9713742,0.96767247,1.0896156,0.034353733,0.4989497,0.2413965,0.4376984,0.3502867,1.2285478,-0.1278183,0.74215215,0.87340516,0.51991266,0.80334276
AC002128.1,0.1306578,0.7065183,0.4982812,1.102467,0.21296987,0.229076,-0.10321505,0.30132177,0.73964393,0.5911275,0.49216065,0.32053754,1.1814677,0.42657408,0.9616048
LINC00630,-0.23738049,-0.24325408,-0.32224908,-0.3387027,0.085916236,-0.28893736,-0.33546284,-0.01578506,0.13410865,-0.62662596,0.23748901,-0.562927,-0.01587821,-0.20443963,-0.121428184
TM4SF1,0.087925546,0.054929506,0.08388839,0.67063123,0.00028476657,0.07054892,0.07092185,0.05359642,0.52542305,0.11450393,0.52735656,0.10597992,0.57958055,0.02211474,0.60084265
POT1-AS1,-0.13523172,0.3888436,0.21076043,0.3779555,0.1476145,0.036217626,-0.30762368,0.19372073,0.4708945,0.05618205,0.31487894,-0.14625823,0.65782523,0.20629504,0.4768314
CDH1,0.066421285,0.0778771,0.0009136378,4.589777e-05,0.06671264,-0.012540897,-0.0008723852,0.0066466765,-0.06963583,0.05297888,-0.06608656,0.051691502,0.00711819,0.06864237,-0.06910249
TRIB1,0.044219982,-0.27722985,-0.3769507,-0.6713295,0.10432761,-0.201265,-0.06261095,-0.18347767,-0.5495031,-0.36955026,-0.31981072,-0.17765275,-0.5942954,-0.08684001,-0.73017424
IGHA1,-0.33911625,-0.2538314,-0.113465175,-0.4574353,-0.101858646,0.016482417,-0.25790206,-0.10918535,-0.14418954,-0.47753632,0.0112727685,-0.38819557,-0.2480338,-0.1538696,-0.15542144
SLC39A14,-0.38080823,-0.17759746,-0.096245505,-0.49646264,-0.0667267,-0.15085986,-0.30449957,0.045087323,-0.008199079,-0.48505825,-0.032795068,-0.52699316,-0.19038388,-0.2290865,-0.14469723
SPSB4,0.93917197,1.2141715,0.7763442,1.1811868,0.46122852,0.6031092,0.44714087,0.17688511,-0.3034691,1.7070609,-0.49087113,1.4845184,0.7291929,1.0570211,0.23310088
AL512274.1,-0.0008758749,0.5657907,0.4282416,0.6155273,0.119205564,0.13191889,-0.1034583,0.27920163,0.43794,0.42435604,0.17710595,0.14870808,0.7323272,0.26495364,0.5791412
KRT4,-0.3492579,0.3323489,0.2845698,0.17853631,0.018871175,-0.039445903,-0.34118903,0.3176129,0.49407384,-0.04316083,0.20984922,-0.38473094,0.52522266,-0.02001703,0.43736193
HBA1,-0.024279315,0.08177089,0.19660069,0.116721645,-0.11133361,0.28799456,0.07154543,-0.075453974,-0.10297451,0.19676313,-0.045536242,0.22915633,0.010115255,0.13481703,0.14460707
ZNF689,-0.60463625,-0.716585,-0.44822252,-0.9207846,-0.27337742,-0.39597598,-0.31758663,-0.047001064,0.06965205,-1.0409726,0.11955703,-0.9716044,-0.57940114,-0.6491725,-0.2980941
GULP1,-0.24302195,-0.35035735,-0.27128494,-0.6684123,-0.058223125,-0.1288167,-0.18452449,-0.14163758,-0.3209811,-0.51406515,-0.15802959,-0.38525158,-0.49901906,-0.21617326,-0.45712718
BCL3,0.4439562,-0.0013991661,-0.19181968,-0.23972732,0.17589873,0.08920104,0.25855795,-0.28267696,-0.7744295,0.24311428,-0.47726867,0.5053266,-0.5087035,0.26292062,-0.6868508
SGO2,0.21199085,0.40584686,0.31574443,0.5684743,0.143159,0.018526306,0.058776543,0.28562427,0.3657799,0.4676523,0.08818781,0.23805119,0.5620183,0.19319984,0.40784928
CXCL2,-0.6858077,-1.2420895,-0.81701374,-1.7334985,-0.40748033,-0.2816961,-0.2839729,-0.4891515,-0.761255,-1.4537404,-0.2504658,-1.0282183,-1.5104998,-0.7828563,-1.0979038
FKBP5,-0.51546675,-0.83835155,-0.5699109,-1.0590636,-0.27062473,-0.35690653,-0.23962088,-0.1976977,-0.19391963,-1.0692903,0.01069771,-0.8758085,-0.82332635,-0.6386535,-0.5489821
S1PR3,-0.689673,-0.06996207,0.112436034,-0.25397524,-0.16221954,-0.1522061,-0.5146941,0.26037112,0.53480977,-0.5893135,0.30225745,-0.84289837,0.25800577,-0.33686638,0.39158395
CXXC4,0.59766,2.0112288,1.4562968,2.709835,0.5177179,0.72928464,0.07169231,0.7132521,1.3646966,1.9972184,0.6909082,1.3464438,2.6562715,1.3001931,2.1370463
TEX14,0.013933769,0.5824193,0.40722528,0.9833801,0.16399704,-0.037177797,-0.15059526,0.44500723,0.975237,0.35834476,0.56482756,-0.01846712,1.1594096,0.17230196,0.9898301
KIF26A,0.1846312,1.0336282,0.840623,1.3153099,0.19982587,0.07781264,-0.0035647305,0.7421885,1.0365347,0.9912421,0.28347924,0.2554001,1.37079,0.3249676,1.0956641
WNT4,0.10787499,-0.9154216,-0.74188024,-1.306536,-0.15798119,-0.093286246,0.24659167,-0.6233711,-1.280187,-0.60724485,-0.66417617,-0.05067148,-1.6022129,-0.31655464,-1.4308358
SOCS7,0.059376832,0.20082654,0.06574705,0.11694051,0.13626271,-0.08150297,-0.07112641,0.13104035,0.10694158,0.09367569,-0.0013231406,-0.0079134945,0.21424736,0.08545082,0.05360859
NUPR1,-0.0071719787,-0.17736927,-0.11237685,-0.19853018,-0.07975224,0.056870263,0.056882866,-0.15801328,-0.21775745,-0.11495664,-0.07606426,0.030927042,-0.27634135,-0.02518117,-0.16140243
ADAP2,-0.13548528,0.39688984,0.38121283,0.50316155,-0.000585157,0.13892396,-0.12933081,0.24162251,0.48566315,0.23907015,0.25973636,-0.003004902,0.6364619,0.14055736,0.6227018
RAD21,0.03936552,0.20890659,0.1671626,0.2789823,0.05530381,0.00043759364,-0.015351647,0.15880162,0.23727886,0.18361066,0.0851143,0.044212576,0.31708634,0.071115024,0.24794063
ATP1A4,-1.2109386,-1.4578902,-0.95187336,-1.9638613,-0.51852566,-0.623353,-0.6905446,-0.2925696,-0.15131848,-2.1284833,0.16893409,-1.8574809,-1.3067447,-1.1698174,-0.7841055
IFI44,-0.10129427,0.47905988,0.48815528,0.6713731,-0.017676197,0.38627464,-0.09244268,0.13067584,0.3848867,0.41576788,0.2741267,0.23587552,0.7064281,0.30150774,0.71292377
CCNG2,-0.37931114,-0.1643032,-0.008778896,-0.054504633,-0.15464574,-0.0873479,-0.22232942,0.084263854,0.41267368,-0.39522013,0.3359547,-0.44887787,0.17910899,-0.23406015,0.35064748
CMTM7,-0.29537743,-0.4260823,-0.24688777,-0.57977843,-0.17774731,-0.08273128,-0.11717152,-0.14898795,-0.19987626,-0.5131447,-0.05634373,-0.39706334,-0.48808643,-0.2958263,-0.30871773
OAS3,-0.07589718,0.32763848,0.2711612,0.30126378,0.07054761,0.040411424,-0.14262289,0.22341709,0.32540366,0.1821263,0.115408376,-0.025676785,0.4625593,0.1212367,0.3723286
OSGIN1,0.19567949,0.3978127,0.30964375,0.46333575,0.06870825,0.28099117,0.1223747,0.03218125,-0.009695399,0.52193767,-0.050256643,0.45156232,0.31505364,0.3282048,0.24241485
MIR600HG,-0.2722914,-1.0354866,-0.79522043,-1.1644108,-0.25715137,-0.23540874,-0.031141607,-0.5097277,-0.6552393,-1.043181,-0.114857614,-0.6062397,-1.2104361,-0.5718735,-0.96193045
GTSE1,0.21697654,0.35333937,0.3093399,0.5015555,0.10740946,-0.011857057,0.09722778,0.31187153,0.34521645,0.46759018,0.024503138,0.2054807,0.46155328,0.1268142,0.3466125
MED13L,-0.025862677,0.14069793,0.064174816,0.033263307,0.07528783,-0.0391508,-0.097150184,0.0919808,0.070963,0.021059508,-0.0017630465,-0.057782177,0.14518085,0.053150184,0.048657313
AC012557.1,-0.16179019,1.0032538,0.8144784,1.2352757,0.15685917,0.32002285,-0.3002568,0.48808593,0.99640715,0.64708376,0.562804,0.16591425,1.5269321,0.46911088,1.3287002
CST3,0.048429806,0.033215668,0.08495346,0.1385997,-0.060897868,0.13277432,0.10530416,-0.03815797,-0.019192966,0.15287335,0.0011711611,0.17173369,0.019928116,0.057824254,0.09486019
EDN2,-1.0850333,-1.0858271,-0.59055173,-1.3103306,-0.51401,-0.40468252,-0.56811374,-0.15030633,0.17260203,-1.6364539,0.32333508,-1.5043161,-0.7781826,-0.94923174,-0.23603682
JAG2,0.2730147,0.45428038,0.3533322,0.39166132,0.10341612,0.20991546,0.17601012,0.13186522,-0.084477596,0.64659333,-0.23884004,0.48415497,0.22577623,0.31081316,0.09970039
AL359715.2,0.25521085,-0.19948724,-0.42561805,-0.42309132,0.22732405,-0.21386865,0.010087606,-0.20144421,-0.5063921,-0.21437337,-0.24713323,-0.031352315,-0.46679443,-0.00033742236,-0.74779046
SNX25,0.14883068,0.56104517,0.43935752,0.65526766,0.1071333,0.20967075,0.05258175,0.21764497,0.28383458,0.5851292,0.07497553,0.37450895,0.63056403,0.33448198,0.50650954
CEP152,-0.26159295,0.06605316,0.04706777,-0.12590683,0.043774027,-0.25253525,-0.30092114,0.2778784,0.36004737,-0.2592761,0.103120595,-0.49401167,0.21876545,-0.16293308,0.14198235
CYP1B1,0.01922794,0.6246919,0.51843894,0.7170561,0.111776955,0.13914202,-0.08033816,0.3597059,0.53335,0.5185653,0.18167773,0.18150246,0.83025753,0.27029294,0.6919653
FOXA1,0.30381534,0.6501107,0.48013696,0.75217235,0.15750292,0.27186385,0.14600772,0.19210294,0.186397,0.7759247,-0.017716428,0.5935387,0.6281203,0.45976344,0.47330987
TMEM269,-0.13137332,0.22904566,0.01479489,0.28591737,0.18631227,-0.18300533,-0.31414843,0.20798004,0.52908415,-0.14869213,0.3910423,-0.32769734,0.59510154,0.025165055,0.3592301
ADAMTSL2,0.8382701,1.8886459,1.4778181,2.4859195,0.4136747,0.8613753,0.42248154,0.6041544,0.78893757,2.289884,0.19298679,1.67165,2.0680397,1.2541798,1.6223252
LGALS8-AS1,0.46492094,0.8576168,0.5666017,0.82291144,0.2600479,0.49090317,0.18939224,0.068775035,-0.1367558,1.0391108,-0.20533189,0.91665393,0.5970256,0.740737,0.3161799
SGK1,-1.787922,-2.0567477,-1.2971554,-2.5910861,-0.7549758,-0.90609884,-1.0321683,-0.3491955,0.06996425,-3.0720727,0.46117455,-2.7045472,-1.5925653,-1.6917388,-0.80344033
AC097641.3,-0.63178754,-0.7103029,-0.54596597,-0.6558712,-0.18090813,-0.44712245,-0.45670465,-0.06284168,0.38391283,-1.2011181,0.50237215,-1.1030488,-0.23551726,-0.63718826,-0.04561113
IRF9,-0.0652033,0.81230533,0.8732887,0.9791334,-0.021147413,0.06541796,8.392487e-05,0.71150076,0.87592673,0.72578126,0.16825579,-0.016112246,1.0392948,0.044211313,0.93304944
DSCR4,-0.18399772,-0.29438153,-0.21536806,-0.4774758,-0.09617212,-0.08713348,-0.092628844,-0.11779183,-0.20184372,-0.39407268,-0.072514266,-0.29494944,-0.391271,-0.18347064,-0.29608864
TRIM22,-0.8451685,-2.4029632,-1.8523037,-3.1226635,-0.52368414,-0.8712429,-0.3327049,-0.93870693,-1.4481807,-2.7194128,-0.4295498,-1.8212094,-2.8534548,-1.4910027,-2.3372798
SOAT2,-0.91712433,-0.8356493,-0.55991966,-0.9983595,-0.22309314,-0.64503795,-0.6882478,0.12048464,0.5020942,-1.5227329,0.46395448,-1.5914732,-0.32032093,-0.9091771,-0.12909342
AL031985.4,-0.067195676,0.079558305,0.19830032,0.04886897,-0.104072094,0.15048729,0.045907933,0.03535553,-0.06473428,0.117845155,-0.080512226,0.036378935,-0.010374801,-0.0098768445,0.05616076
CEBPD,-0.79797596,-0.9556418,-0.59457225,-1.142397,-0.3678468,-0.33993053,-0.43621352,-0.22243212,-0.0061736777,-1.3710756,0.2282478,-1.1589557,-0.74446404,-0.7391884,-0.35284972
RAB29,-0.16319218,0.45409513,0.33772892,0.35299435,0.11348273,0.046110015,-0.26348364,0.27442086,0.4120302,0.1581548,0.1688662,-0.1029674,0.6259972,0.16780235,0.4750995
H1F0,0.30456963,0.47453502,0.310218,0.5872131,0.17108111,0.15784049,0.1296365,0.13958088,0.12464434,0.58669865,-0.010278859,0.4650088,0.47235054,0.34599066,0.2965106
TMEM74,-0.0602807,0.70088935,0.6590793,0.6762465,0.04690241,0.3264803,-0.106071524,0.32326812,0.40703833,0.60014135,0.09090224,0.25206575,0.7870633,0.3611166,0.70658576
C8orf34,-0.017310929,0.16312954,0.2540263,0.32301193,-0.09833689,0.14360467,0.08737449,0.10983639,0.22066548,0.2551656,0.09049995,0.12879898,0.24872659,0.044304628,0.3480772
ZDHHC8P1,-0.3498703,0.057707768,0.13063508,0.05395792,-0.056889776,-0.09657229,-0.290463,0.23111367,0.47488907,-0.237359,0.26357815,-0.45900562,0.3399089,-0.16399005,0.37692687
PLK2,0.60415465,0.7685453,0.50278544,0.92324114,0.26541507,0.41429806,0.329306,0.08404543,-0.07846922,1.1034812,-0.16755599,0.99781895,0.58790314,0.6703298,0.30991647
LINC01116,0.34552643,1.1626945,1.0057404,1.7212588,0.15830293,0.6180105,0.18312722,0.39425924,0.7921782,1.3583736,0.38501722,0.97010666,1.5344115,0.7599556,1.3909082
ARMC12,-1.2438303,-1.8778791,-1.3187522,-2.3965511,-0.5516364,-0.8882091,-0.68233705,-0.3943208,-0.29686287,-2.5469236,0.13498522,-2.137709,-1.7296549,-1.46341,-1.1642994
KLF9,-0.70701504,-0.89689285,-0.61806107,-1.195976,-0.2759809,-0.43201563,-0.4259392,-0.17297682,-0.08633081,-1.3262503,0.11745325,-1.1407269,-0.77376634,-0.7171389,-0.49796358
AL138759.1,-0.24821977,1.3383863,1.1831255,1.7226198,0.14506508,0.014406297,-0.32568148,1.096244,1.7848684,0.87411815,0.72585315,-0.18917587,2.112109,0.19252358,1.8488613
EXO1,0.07352966,0.5272777,0.5394634,0.55129445,0.0041908566,0.1796806,0.07440341,0.34875736,0.32973137,0.62552285,-0.067177184,0.26286718,0.5053742,0.19639061,0.4942513
HIST1H1D,-0.06289566,0.77827024,0.49366808,0.65504915,0.27169532,-0.091043,-0.32640043,0.57298404,0.77232903,0.40809864,0.22695893,-0.13770586,1.0294702,0.25247923,0.68521523
ANLN,0.06337611,0.19523753,0.19184344,0.22551587,0.035912298,-0.03436618,0.023769232,0.21465476,0.21854705,0.22432168,-0.006670542,0.03395238,0.24220459,0.02746517,0.1939678
RHOBTB3,-0.2033834,-0.39215958,-0.39433432,-0.8378643,0.009453797,-0.26581818,-0.21272925,-0.13994625,-0.4113022,-0.6229224,-0.23816817,-0.4777524,-0.62238127,-0.24921836,-0.6567828
AC116407.4,-0.10853162,-0.60859764,-0.6653149,-0.6957401,0.05129174,-0.5078142,-0.16786724,-0.13915808,-0.12828466,-0.8250621,0.07240847,-0.6663757,-0.54060876,-0.44810545,-0.6333436
LINC02385,-0.17263158,-0.39644182,-0.32152453,-0.73848903,-0.09038353,-0.09221178,-0.08608554,-0.22041367,-0.4780587,-0.4742327,-0.24702805,-0.29149696,-0.6712716,-0.19639894,-0.5910649
FOS,-1.1001538,-2.181278,-1.684644,-2.937909,-0.46826884,-0.9686169,-0.64796954,-0.672788,-0.8799535,-2.8064926,-0.14256507,-2.1045802,-2.3138857,-1.4587526,-1.8253095
NCAPG,0.18900846,0.37638777,0.3941921,0.5199538,0.0333306,0.101071805,0.14221352,0.28216216,0.29046017,0.543844,-0.020797119,0.28594166,0.42580265,0.15888734,0.39325473
LINC00839,0.0717509,0.6096122,0.5133967,0.722988,0.08489303,0.29214263,-0.01670764,0.22243479,0.36225882,0.5858267,0.14737865,0.3504426,0.7329834,0.37343803,0.63953227
AC010504.1,-0.44211605,-0.56868684,-0.18486275,-0.50150913,-0.4017559,0.1791808,-0.062388066,-0.3205645,-0.20709874,-0.60361946,0.11645328,-0.34914726,-0.5214938,-0.31402355,-0.07035278
COL6A1,-0.3722135,-1.8634807,-1.7222034,-2.8119938,-0.10722168,-0.7854306,-0.29959738,-0.90244013,-1.6940813,-2.141113,-0.70506084,-1.2612946,-2.582116,-0.9494869,-2.4962997
MTDH,-0.0052546435,0.1405782,0.06719274,0.06126049,0.075198166,-0.032920796,-0.07596609,0.089483656,0.07412244,0.046403214,0.001131606,-0.033352077,0.15045182,0.054548528,0.05238755
BIRC3,-1.3330449,-2.122959,-1.547773,-2.9394739,-0.5443095,-0.9773226,-0.79078,-0.5435601,-0.67428905,-2.8882396,-0.07416448,-2.334996,-2.1764953,-1.5553472,-1.631378
SPRY2,-0.09510163,0.077306576,0.04848061,-0.3342898,0.039249767,0.09057409,-0.14456294,-0.05223316,-0.34041986,-0.05514732,-0.2738449,-0.030995566,-0.20630354,0.11463064,-0.26510084
AC008759.3,-1.7800906,-3.4799874,-2.6337452,-5.019059,-0.83811843,-1.3480837,-0.95923895,-1.2097273,-1.900256,-4.3592615,-0.63050544,-3.1959438,-4.1275816,-2.250761,-3.263173
AC138655.1,0.54395264,0.6914982,0.60684514,1.1230768,0.079057455,0.123737626,0.5166854,0.39796248,0.33574924,1.0898008,-0.057473216,0.61628115,0.63977104,0.17677054,0.4228916
AC104532.2,-0.14294341,0.2621728,0.30713558,0.3843027,-0.0125115495,0.020562327,-0.13327298,0.29972264,0.5177892,0.1320593,0.24501574,-0.13979498,0.5412257,0.0016261025,0.5390928
GHR,-0.091615915,-0.36078066,-0.3220624,-0.69476604,-0.032292932,-0.16171126,-0.061101697,-0.16537961,-0.45125228,-0.4208774,-0.27362213,-0.2573749,-0.6262896,-0.1890895,-0.6035374
LINC01697,-0.3710057,-0.29108506,-0.4002762,-0.5961148,0.12074739,-0.6017968,-0.4762166,0.1878401,0.26355866,-0.8341738,0.16433868,-0.99666697,-0.104369946,-0.4614422,-0.3337677
CA4,-1.4848996,-2.0838544,-1.4006394,-2.5487945,-0.6894881,-0.8392465,-0.79827005,-0.5005618,-0.25527528,-2.8589015,0.29319677,-2.3779685,-1.8169072,-1.5944088,-1.105887
MASTL,0.07717177,0.26740608,0.21336089,0.14097056,0.07154119,-0.0041506174,0.008192634,0.201887,0.07480077,0.2815608,-0.14459458,0.0811892,0.16442986,0.092162766,0.069162406
ARL4D,0.023749001,-0.7479225,-0.6553459,-1.1755849,-0.07683836,-0.15494315,0.08119845,-0.486726,-1.0210583,-0.62553805,-0.527151,-0.17691883,-1.2879869,-0.26493815,-1.2066855
TPPP3,-0.07369082,-0.34130943,-0.22656316,-0.20044252,-0.15491822,0.029651785,0.08609253,-0.22586475,-0.19778138,-0.26144272,0.04470721,-0.12688796,-0.36914644,-0.21379177,-0.24412176
ANKRD37,0.585683,0.35437518,0.24489565,0.49004522,0.070549905,0.44900244,0.5090125,-0.18828188,-0.48685044,0.8851998,-0.3356304,1.017425,-0.034591988,0.50305825,-0.08113522
CLIC6,-0.9158246,-1.6662818,-1.0903965,-2.5036862,-0.5654077,-0.5276189,-0.3617669,-0.54202825,-1.0249871,-1.9794055,-0.49107003,-1.4893179,-2.156687,-1.1207095,-1.5717111
N4BP2L1,-0.70815784,-1.3405119,-0.99658436,-2.0982287,-0.3177726,-0.6360605,-0.38753596,-0.3528244,-0.7584557,-1.7078625,-0.38169485,-1.3590716,-1.685925,-0.95254666,-1.3840914
AC008741.2,-0.18654461,0.17539904,0.13721009,0.21703684,0.046550933,-0.12619147,-0.23012112,0.26539993,0.5110813,-0.08798088,0.2820796,-0.3142157,0.47324777,-0.05685662,0.4038064
GRAMD2A,-0.3724667,-0.9355978,-0.7310425,-1.5360663,-0.18704678,-0.3486719,-0.18187946,-0.37494805,-0.83041906,-1.0810031,-0.43920702,-0.7395013,-1.3645089,-0.5668715,-1.199625
LINC01118,0.59657747,1.2020694,0.8080421,1.680874,0.41466445,0.24194768,0.16805467,0.5387712,0.8200399,1.3022096,0.32220325,0.7871815,1.5385163,0.6881729,1.0469501
BRI3BP,-0.04635068,0.09435025,0.072037034,-0.013803369,0.02915111,-0.05363669,-0.06902596,0.1147308,0.070365086,0.01638974,-0.039311375,-0.09229243,0.07658206,-0.01099038,0.024073679
LINC00504,0.23499416,0.5384002,0.25383744,0.7510264,0.23073032,0.36994493,-0.012645313,-0.0937837,0.07302377,0.47174737,0.24636094,0.51934767,0.6698233,0.53651124,0.40899685
ADAMTS15,-0.17272153,0.20980825,0.10123675,-0.034853175,0.13866404,-0.040776566,-0.322677,0.12997638,0.1308709,-0.122642785,0.04760312,-0.23509955,0.27707386,0.09136886,0.10397134
KRT73,-1.239035,-2.1738513,-1.6758804,-2.9765205,-0.46819556,-1.0819238,-0.7762178,-0.56868196,-0.7339367,-2.9624674,-0.06959626,-2.3941963,-2.2334855,-1.5938377,-1.807482
MYH11,0.0727231,0.35829133,0.408941,0.5698507,0.022774648,-0.11038866,0.065638505,0.4777417,0.5835507,0.37755123,0.13384295,-0.055573296,0.58453614,-0.07583075,0.4983333
DIO2,-0.31290326,-1.2771634,-1.2083187,-1.9980836,-0.053530373,-0.6855048,-0.26251188,-0.52110165,-1.0735078,-1.5577631,-0.4835147,-1.047868,-1.7566028,-0.7574366,-1.7555764
AC011498.4,-0.4841856,-0.38552833,-0.4559999,-0.6570836,0.08329555,-0.646649,-0.54733974,0.17074673,0.33311462,-1.0236125,0.26779327,-1.143541,-0.090817764,-0.5444543,-0.26851708
AASS,-0.77382046,-1.4318972,-1.1500041,-2.0770538,-0.24722806,-0.63851607,-0.53976804,-0.481013,-0.7058247,-1.9487057,-0.14648414,-1.4617579,-1.5756184,-0.9330417,-1.3422687
AC006538.1,0.07606969,0.22272925,0.17295317,0.31923842,0.045752272,0.1081691,0.024572635,0.07691032,0.14420928,0.25579527,0.071890764,0.15922798,0.27970162,0.14029212,0.21489629
MIF,-0.119987205,-0.036705993,0.17805746,0.30670878,-0.2349124,0.2604172,0.105984256,-0.05405766,0.22473195,0.1029034,0.24265593,0.12641269,0.16981232,-0.007107204,0.45330182
EFEMP1,-0.010010881,0.04803655,0.016053803,-0.04026274,0.028543621,0.015178185,-0.039875854,-0.0021302272,-0.053300157,0.0042830897,-0.045645054,-0.00054235477,-0.0028947294,0.044672083,-0.041155692
TTK,0.2240261,0.35700807,0.32224402,0.48651505,0.09075862,0.07208478,0.11666627,0.24281204,0.24704935,0.49723998,-0.008935183,0.2962348,0.41828355,0.19069713,0.33072904
AC019226.1,-0.23463494,-1.010867,-1.2164044,-1.4077876,0.16376904,-0.7128535,-0.40245968,-0.4697269,-0.6193769,-1.5096465,0.0026161843,-1.0332148,-1.0813432,-0.5829621,-1.3166602
